quote_date,actual_pnl,var_90_psp,es_90_psp,var_90_pca,es_90_pca,var_90_pwg,es_90_pwg,var_95_psp,es_95_psp,var_95_pca,es_95_pca,var_95_pwg,es_95_pwg,var_99_psp,es_99_psp,var_99_pca,es_99_pca,var_99_pwg,es_99_pwg,breach_90_psp,breach_90_pca,breach_90_pwg,breach_95_psp,breach_95_pca,breach_95_pwg,breach_99_psp,breach_99_pca,breach_99_pwg
2013-01-31,2240.1494896166805,1731.0674684616351,2270.976704813344,1510.4446491134756,2007.9870268150878,1559.1626649792931,2277.292560146344,2755.3812533158116,2755.3812533158125,1731.0565294358332,2269.5521625210786,2117.362303484036,2738.314861663364,2755.3812533158116,2755.3812533158125,2755.3688749784183,2755.368874978419,3159.403892860996,3565.2646515491315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-01,-2494.577009921374,1532.5081431591225,2197.130240570286,1510.4460872234977,2006.380198565478,1590.2433054169155,2287.4493229127497,1731.0674684616351,2197.130240570286,1731.052587726545,2254.3472542364684,2140.38002350635,2725.8533378135116,2755.3812533158116,2755.381253315812,2755.3740625970327,2755.3740625970313,3075.259205034942,3480.553507730333,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
2013-02-04,-1574.2749014118663,1731.0674684616351,2311.5204949518566,1731.0536134463716,2312.984613670658,1901.3343814108734,2687.825216253302,2494.577009921374,2624.303472956949,2494.578053842104,2619.4270020866384,2546.4640625188936,3158.2517057800164,2755.3812533158116,2755.381253315812,2755.373634619575,2755.373634619576,3545.710108811278,3992.6369677232337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-05,1325.8424193975975,2494.577009921374,2608.0210081691794,2494.5780051366582,2630.089501943273,1880.7545966107987,2602.7460641339003,2494.577009921374,2608.0210081691794,2755.3737159720304,2755.37371597203,2431.74686653933,3054.91941631471,2755.3812533158116,2755.381253315812,2755.3737159720304,2755.37371597203,3370.176982039785,3969.196854002571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-06,725.4526583277388,1731.0674684616351,2298.1366909570256,1731.053818513371,2357.724520617319,1833.7604821009322,2597.017139157304,2494.577009921374,2613.568945970086,2494.578038131517,2636.2448326635185,2481.086057943038,3079.812791012013,2755.3812533158116,2755.381253315812,2755.3737280654295,2755.37372806543,3441.850054874766,3928.9481481035336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-07,-708.7582922840213,1731.0674684616351,2344.430239759483,1731.0543104796284,2335.7936163918157,1838.2753736524817,2436.287122075654,2494.577009921374,2637.4379330546326,2494.577945987465,2619.9880443068323,2294.9150609394023,2806.6619913743953,2755.3812533158116,2755.3812533158116,2755.373945901605,2755.3739459016056,3135.4920966396453,3483.4981397425204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-08,-1106.6606531633993,1731.0674684616351,2354.769588989134,1731.053989273888,2334.811269277299,1855.0042642888643,2518.797000010199,2494.577009921374,2634.242670318395,2494.5779272960735,2622.31473594559,2334.9999843600463,2970.9799897305893,2755.3812533158116,2755.3812533158125,2755.3739116221695,2755.3739116221695,3421.9876444078513,3924.2313976592013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-11,1741.5133367213698,1731.0674684616351,2296.391966720305,1731.0543564044945,2328.5634256545086,1926.1706852606778,2630.9754896982095,2494.577009921374,2603.3893763707083,2494.5770218954676,2608.8763223397004,2465.7256293701134,3084.5106026920216,2755.3812533158116,2755.381253315811,2755.372608824562,2755.3726088245635,3397.301112329953,3972.2107785014828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-12,535.5497911709892,1574.2749014118663,2119.9105603814655,1731.0559023301266,2352.5625791725306,1821.413941566348,2471.2867397284513,2494.577009921374,2642.4345337355444,2494.5760568385613,2615.3472814616016,2292.8529210459546,2908.8187779151167,2755.3812533158116,2755.381253315812,2755.3718897201998,2755.3718897202,3294.543059781781,3888.8220677998615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-13,-66.85037958248662,1574.2749014118663,2112.1155107302493,1731.0558530481303,2338.065765928609,1824.7294061119303,2530.4589155554354,2494.577009921374,2608.6788664064406,2494.5757498297953,2632.6441060029592,2356.3734964902105,2996.03939684967,2755.3812533158116,2755.381253315812,2755.3715337124377,2755.3715337124377,3486.711562569806,4034.8962646770624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-14,1893.6638751237606,1731.0674684616351,2324.488729470675,1574.274025280513,2153.136955121092,1630.2798315244822,2315.762388392609,2494.577009921374,2621.199359975195,2494.575739740901,2618.11056237277,2166.429406656462,2756.603299845189,2755.3812533158116,2755.3812533158116,2755.37147640818,2755.3714764081806,3037.1728190361077,3537.238182874261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-15,-217.80550327798403,1574.2749014118663,2158.2757893245503,1589.950912705692,2324.767326410616,1721.0640800891222,2427.4604224727145,2494.577009921374,2628.159671172184,2494.586682648697,2617.1934818566347,2297.1599784911873,2846.5958429165726,2755.3812533158116,2755.381253315811,2755.369398424312,2755.369398424312,3192.0981808485085,3628.1288521461674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-18,-746.9293346596421,1574.2749014118663,2136.981355097983,1574.272727083051,2124.110067273097,1665.3498576221882,2309.838381550691,2494.577009921374,2624.9791316185933,2494.5872655472645,2627.265910142205,2104.1303788756904,2744.9144084054674,2755.3812533158116,2755.3812533158116,2755.3694290614585,2755.369429061458,3100.2773199422536,3814.692516875176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-19,-124.3227181671121,1574.2749014118663,2151.7533500385202,1574.272400185877,2192.17110851812,1673.212681130902,2328.6699400006632,2494.577009921374,2629.054197921631,2494.5877124971767,2643.605840662013,2181.451704662316,2761.621389114092,2755.3812533158116,2755.381253315812,2755.36943678564,2755.36943678564,3066.5538805454757,3597.1449772487504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-20,-268.24436177247435,1574.2749014118663,2142.784201596005,1574.2724466542013,2107.6334361788668,1638.949871724645,2325.9583821797805,2494.577009921374,2617.041611167458,2494.58769857099,2620.4823814725137,2232.399132366618,2775.291032220896,2755.3812533158116,2755.381253315811,2755.369541724145,2755.3695417241447,3065.1303131396535,3569.0404801543104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-21,1113.6539451583217,1574.2749014118663,2145.4019299444717,1574.2725595585239,2164.5881494415185,1610.875610627693,2349.526932005121,2494.577009921374,2621.577337139535,2494.5877625942057,2637.804069104063,2205.128026846169,2837.348196796016,2755.3812533158116,2755.381253315812,2755.3696938509593,2755.3696938509593,3142.142091255416,3792.1131715102965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-22,-1972.7125847046627,1574.2749014118663,2150.1133245750993,1574.2729051408262,2117.254870852854,1500.8315960429873,2088.744049894213,2494.577009921374,2626.175481358935,2494.587432438584,2596.727274093944,1922.0773941186267,2497.7680595307706,2755.3812533158116,2755.381253315811,2755.3700068778003,2755.3700068778,2838.2160156828827,3345.2433837478784,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2013-02-25,-415.60396815133925,1731.0674684616351,2232.0170756910875,1574.2735021360616,2101.913420482673,1588.4498212428164,2212.882624775107,2494.577009921374,2619.9636653994685,2494.587877339155,2618.7700493261505,2047.2697734978155,2634.107550499363,2755.3812533158116,2755.3812533158116,2755.3704385118454,2755.370438511845,2978.749791785343,3478.6204788783843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-26,-2992.855315837752,1574.2749014118663,2107.4468818123205,1731.0556760850309,2205.4531251556627,1692.985936951894,2339.5686034838213,1972.7125847046627,2418.019754986395,1972.7079737616596,2361.545189043419,2212.4766876852636,2740.3055941518164,2755.3812533158116,2755.381253315811,2755.3709814434965,2755.370981443497,3136.590564333313,3555.1220537773625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
2013-02-27,-287.3973825458683,1972.7125847046627,2580.726267462085,1731.0573775655016,2359.754301979348,1737.0914567383652,2366.1524432417004,2755.3812533158116,2867.521782840062,2494.5888527228317,2714.5683585517068,2178.177059822679,2785.4057606431807,2992.855315837752,2992.8553158377517,2992.8400890821113,2992.840089082111,3131.399424409226,3684.4334230953914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-28,220.6316010400244,1731.0674684616351,2392.8577409811064,1972.708851532178,2562.1665792677013,1833.6364240942469,2495.3911029537744,2494.577009921374,2749.9224773296132,2755.3748853496645,2878.3482234177873,2283.0268324166877,2926.903811303734,2992.855315837752,2992.8553158377517,2992.840641619143,2992.840641619143,3354.243680946265,3808.03221179664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-03-01,-3299.1524496547872,1972.7125847046627,2528.896315267913,1972.7092486728784,2568.7502036503847,1732.1147937557662,2337.518926278403,2494.577009921374,2714.29089212233,2755.3752281808006,2877.6348397008414,2143.222753275213,2763.9836396541887,2992.855315837752,2992.855315837752,2992.841012094725,2992.841012094725,3077.050399964116,3786.2393316653747,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2013-03-04,2949.839583140694,1972.7125847046627,2671.440049960597,2494.5892629522086,2856.0038776261736,1945.608527415371,2621.9616640038776,2755.3812533158116,3033.326413263562,2755.3753954493013,3007.6463732935704,2459.7482235637426,3075.7517953416864,3299.1524496547872,3299.152449654788,3299.1501034007306,3299.1501034007306,3419.2920097608994,3942.061314303177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-03-05,-1629.6500830540253,2024.8990272263607,2911.399395208856,1972.7090128485931,2655.494554283491,1937.778277246936,2659.2179498865617,2992.855315837752,3161.0184481294577,2755.3741619424945,3009.8636388683844,2450.0929425730687,3152.1598400495022,3299.1524496547872,3299.152449654787,3299.1494225123683,3299.1494225123683,3628.3245192089985,4289.483964792599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-03-06,-2380.05415788837,1972.7125847046627,2672.6850442396785,1972.7086651377163,2697.313177821299,1997.9619547533223,2695.7120049417495,2755.3812533158116,3004.006847137155,2755.3741141634882,3044.387281767469,2512.443987248286,3132.453867154758,3299.1524496547872,3299.152449654788,3299.1491055432043,3299.149105543205,3458.6116179435635,3960.0548433487543,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-03-07,-472.0363784256672,2380.05415788837,2814.0014099326395,2380.0459886506655,2764.401168889709,2103.1298984731557,2802.976910105159,2755.3812533158116,3029.145933220854,2755.3747964037934,2991.655703113127,2531.7002169155753,3282.0194631696186,3299.1524496547872,3299.1524496547872,3299.1498717875584,3299.149871787557,3776.631394102193,4221.68472212447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-03-08,-816.5467646241431,2380.05415788837,2789.8964567032594,2380.046369095666,2775.7657793003436,2032.2244365983825,2675.0183696833474,2755.3812533158116,3030.0427179198546,2755.3750131111183,3018.838621082897,2500.480431182119,3090.428094204793,3299.1524496547872,3299.1524496547872,3299.1500877158696,3299.1500877158705,3384.2902025985168,3831.474106378437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-03-11,-1709.1764693482148,2380.05415788837,2777.5482533218487,2380.046176459394,2797.9782956432996,2145.5488688215114,2819.105378505084,2755.3812533158116,2982.2386936620055,2755.37481303102,3028.7122456067545,2642.5879593945565,3288.157425198214,3299.1524496547872,3299.1524496547877,3299.149361684238,3299.1493616842395,3641.5795916643283,4399.47622751171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-03-12,329.26857668457706,1972.7125847046627,2652.0783638332123,2380.0462665488412,2780.319990569054,2070.3824308818007,2779.2791997140066,2755.3812533158116,3046.7606959443006,2755.3752768173026,3020.893696580001,2625.727996485607,3243.5974227757956,3299.1524496547872,3299.1524496547877,3299.149368470509,3299.149368470509,3546.2580184829994,4067.1865761935987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-03-13,-724.7067330110153,1972.7125847046627,2626.225872874114,1972.7089236102565,2642.5296855476495,2096.1331599580867,2783.9168187671444,2755.3812533158116,3013.817389081768,2755.3753028911196,2999.2242858305563,2602.2681816256018,3234.925461407441,3299.1524496547872,3299.1524496547872,3299.149472176565,3299.1494721765644,3615.787191028593,4387.689019597381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-03-14,2416.168588839181,2380.05415788837,2787.4465691787573,2380.0456838905397,2762.4232944858563,2063.052593130847,2768.7960003980493,2755.3812533158116,3024.5200653030656,2755.3747395983373,3018.746266817209,2597.495982446902,3213.713486879654,3299.1524496547872,3299.1524496547872,3299.1486797217012,3299.148679721702,3475.344666286775,4196.559886950079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-03-15,-520.5698556257564,2380.05415788837,2763.642204480573,1972.7076914309214,2665.818347983983,2012.5078119781226,2690.083506055891,2755.3812533158116,2979.562396703318,2755.373157699036,3026.839999247696,2438.953685774134,3158.3153335836305,3299.1524496547872,3299.152449654788,3299.1481301136273,3299.1481301136278,3793.170224408032,4243.626939908029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-03-18,2843.8085076616576,1972.7125847046627,2666.3917894580504,2380.044478864338,2759.2040624508054,2036.8246140070198,2736.8653168596747,2755.3812533158116,3005.7244151329437,2755.372523945665,2984.7628091381875,2572.203431312526,3164.481642919355,3299.1524496547872,3299.1524496547872,3299.147917520269,3299.147917520269,3387.3470284978234,3945.7006526366204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-03-19,-3114.4444340459386,2380.05415788837,2812.665703549257,1972.7086097901201,2636.8114579957514,1949.9239095353323,2637.0779508395435,2755.3812533158116,3036.6802350903085,2755.3736031827616,3009.3743939178057,2497.448188706867,3064.1811738517695,3299.1524496547872,3299.1524496547877,3299.148917534846,3299.1489175348456,3452.292869644627,3907.9602132971836,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
2013-03-20,2424.562953051484,2380.05415788837,2872.3265333106847,2380.0473519654215,2857.5730285635286,2114.678676304059,2882.785016324882,2992.855315837752,3146.430356907063,2992.8409678896724,3133.337126705577,2751.994337030487,3377.1349453893135,3299.1524496547872,3299.152449654788,3299.1501090398633,3299.1501090398638,3854.3776540152876,4212.2000203200805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-03-21,3707.905182182247,2380.05415788837,2824.1406505229606,2380.048424707361,2818.323325040795,2170.7294245123035,2953.33067526279,2992.855315837752,3124.4882119301683,2755.375441819438,3056.2443669504223,2858.6801491626,3425.180866321092,3299.1524496547872,3299.1524496547877,3299.1510878712434,3299.1510878712425,3717.0212786409925,4283.709248613079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-03-22,-260.8484056361026,2380.05415788837,2825.012929802686,2380.048772425066,2878.454709359614,2102.1139549631243,2913.8232617434983,2992.855315837752,3114.5496670187376,2992.841469410704,3135.4746650289867,2788.9865472498295,3416.6774687874795,3299.1524496547872,3299.152449654789,3299.1529325387683,3299.1529325387683,3801.7980961541743,4442.022241636631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-03-25,197.51998472138996,2494.577009921374,2929.2689346611232,2380.0489599237226,2839.345388823376,2131.8798036939365,3029.9722300388194,2992.855315837752,3126.4739194099557,2992.8414573026876,3140.3657888551807,2824.267338833551,3599.446135125023,3299.1524496547872,3299.1524496547877,3299.1530119651957,3299.1530119651966,4160.388656897602,4711.580895579122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-03-26,200.2149087815145,2380.05415788837,2815.915463093442,2380.049062227208,2839.9043126574793,2144.1947172182927,2918.6214721667266,2755.3812533158116,3075.336338181069,2992.841749544446,3130.1963844985435,2720.020337397316,3414.1585026037396,3299.1524496547872,3299.1524496547872,3299.1529177677307,3299.1529177677303,4008.8712310790806,4517.172714879892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-03-27,3855.0217553609536,2380.05415788837,2847.0655114041706,1972.7108234785933,2681.2785947721677,1986.8955982983678,2796.6313401478446,2992.855315837752,3140.4761750427942,2755.3757704546147,3029.5048766462355,2560.412486508213,3337.3046039156484,3299.1524496547872,3299.1524496547872,3299.15290128515,3299.1529012851506,3793.2978274676366,4195.90366198754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-03-28,-1303.7165287551566,2380.05415788837,2874.9355540455085,2380.0491540302405,2871.523646813565,2076.4977270573163,2852.8985932751816,2992.855315837752,3122.721685937116,2992.8421684188424,3139.9783740675434,2696.376284218026,3315.9769080425554,3299.1524496547872,3299.1524496547877,3299.1530565681005,3299.1530565681005,3713.6844284831973,4335.515348188854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-03-29,-5018.677891701007,2380.05415788837,2865.0348480993184,2380.049771997834,2842.7254531962426,2172.3202667611113,2987.033920079415,2992.855315837752,3131.8666513381922,2992.842824088644,3138.331090358459,2827.718492625541,3474.0504054582793,3299.1524496547872,3299.1524496547872,3299.153093772515,3299.1530937725156,3793.1042708192535,4345.1688737979475,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2013-04-01,821.3091868183301,2380.05415788837,3096.3452483648875,2380.051485119511,3178.9953652146714,2299.1540770552633,3093.804944524808,2992.855315837752,3605.2034972775036,2992.843903893897,3591.451314647698,2935.9545959377288,3593.698087237998,5018.677891701007,5018.677891701007,5018.658141580329,5018.6581415803275,3961.269420296878,4419.195697842364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-04-02,-4027.275904304037,2494.577009921374,3296.0762578396098,2380.0507827033234,3102.480869579597,2384.9600075022063,3173.0836886659695,2992.855315837752,3653.280649981578,2992.8440966502203,3541.522801182691,2945.3693503009185,3687.5212478111553,5018.677891701007,5018.677891701005,5018.657934710991,5018.657934710992,4073.054161093796,4829.082549889953,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
2013-04-03,-1593.1218117132853,2755.3812533158116,3601.9501186717603,2755.375945198589,3568.066486555177,2397.8693034863923,3359.3850490803497,3299.1524496547872,4224.574320776762,3299.1562051484307,4028.5784774508866,3131.0159876066573,3953.982539440873,5018.677891701007,5018.677891701006,5018.656962645628,5018.656962645627,4373.920297306505,5217.417665432895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-04-04,859.8714256582628,2494.577009921374,3364.6834489799203,2494.5876115794254,3468.5401959842748,2531.3687814872624,3374.804525405356,3114.4444340459386,3840.0819036998896,3114.431513737045,3907.1570087779064,3198.1409335425237,3937.393946455741,5018.677891701007,5018.677891701007,5018.657296347103,5018.6572963471035,4460.245833017451,4925.841939829691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-04-05,3780.662778139727,2520.6574342608315,3506.5865502810566,2755.376892745471,3486.3335665123604,2376.5032598722228,3260.1412141516607,3114.4444340459386,3892.3132771439837,3114.432808926029,3808.8355750657197,3114.608590147432,3829.571878939206,5018.677891701007,5018.677891701006,5018.657593274302,5018.657593274303,4162.184545827376,4826.594206611861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-04-08,1387.3990451494435,2755.3812533158116,3568.0145224782705,2494.5877546507613,3390.1708731391536,2435.8576822706195,3362.8615981018274,3299.1524496547872,4138.815480390498,3123.6685074839097,4112.140230479748,3145.1026333387945,3980.5646426359917,5018.677891701007,5018.677891701007,5018.656914279367,5018.656914279366,4508.664195841935,5186.954615654421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-04-09,3125.360953223429,2755.3812533158116,3537.446149238764,2755.3762455737187,3461.4275865609516,2435.929023345124,3213.449297503406,3299.1524496547872,4124.818582092241,3299.1567070597657,4078.7378409850826,2948.123506458325,3751.6557350676717,5018.677891701007,5018.677891701007,5018.6569358220795,5018.656935822078,4246.273700218391,4917.1389592319865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-04-10,1390.4435885408989,2755.3812533158116,3484.9013501456025,2494.5871062987135,3338.138430380639,2506.6648733479356,3372.5613765026646,3114.4444340459386,3774.046971020227,3114.4329723299065,3830.646582523347,3130.11861617207,3945.0495181091987,5018.677891701007,5018.677891701007,5018.660714700229,5018.66071470023,4527.798634406439,5132.74859126028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-04-11,1073.7089481706612,2494.577009921374,3452.7608561482916,2494.5870167880335,3408.783870880388,2412.522439656725,3257.360387490842,3114.4444340459386,3863.3268243607067,3114.432517580077,3919.331352679788,3098.3508853171943,3789.9632326957576,5018.677891701007,5018.677891701005,5018.660956179342,5018.660956179342,4143.672008401171,4869.516999988999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-04-12,4397.201963904927,2494.577009921374,3321.6172747442024,2755.3760335030393,3570.3174713423914,2423.602139629868,3349.2630361761585,3114.4444340459386,3812.8139737077136,3299.160699526132,4125.121890993634,3056.1196384527566,3964.0325721704057,5018.677891701007,5018.677891701007,5018.660876059952,5018.660876059954,4454.9087409812955,5150.325492001521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-04-15,-2285.584877573262,2380.05415788837,3283.507378751607,2494.630235369115,3429.4846760548817,2374.7376847844394,3549.7210117496597,3114.4444340459386,3821.5998102359936,3114.429351630637,3856.9691415564357,3306.1451037435822,4332.950312316923,5018.677891701007,5018.677891701005,5018.6662507896235,5018.6662507896235,4990.86395562488,5599.8547657728805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-04-16,-5121.860791265111,2494.577009921374,3557.9707487920123,2494.6608760110166,3543.9190355791466,2531.6342661684803,3459.0975389393266,3299.1524496547872,4159.141271022468,3299.173846112006,4140.1390303328435,3143.9557326220843,4093.9861049793044,5018.677891701007,5018.677891701005,5018.668540607587,5018.668540607587,4610.459491664398,5404.326199753771,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2013-04-17,92.31645950632365,2992.855315837752,3999.0583593463493,2494.647515062201,3699.249125333585,2570.2288087673764,3690.5024359395043,4027.275904304037,4758.2960102229645,3299.1742062676667,4360.846331365956,3409.8371925934234,4404.7503200029405,5121.860791265111,5121.860791265113,5121.925440879162,5121.925440879162,5033.669553320017,5877.217684036672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-04-18,-398.4834073104839,2494.577009921374,3665.359468089244,2494.647394530321,3724.4416631225326,2542.8483193770494,3552.2526974485504,3299.1524496547872,4211.771342769443,3299.173876753362,4379.525187463644,3253.2382447591062,4224.638312374424,5121.860791265111,5121.86079126511,5121.9258423859565,5121.9258423859565,5060.134429378551,5428.8690437415535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-04-19,2157.8550266658945,2494.577009921374,3845.1833379518407,2494.6480866599904,3804.626677509581,2478.084925721436,3525.8640405157707,4027.275904304037,4818.372785647206,4027.2682024804035,4768.846769906632,3282.6331455954005,4234.9615097534315,5121.860791265111,5121.860791265112,5121.926551511631,5121.926551511631,4845.003877636589,5544.345404090646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-04-22,3908.193824733645,2992.855315837752,3933.9574071093293,2992.82875349203,3846.8687819150755,2535.0072234311533,3477.921285484887,4027.275904304037,4784.29802365353,3299.1741284257496,4318.609906482962,3209.968946284786,4103.466728799002,5121.860791265111,5121.860791265112,5121.926139494823,5121.926139494822,4531.7403872910945,5273.727650898284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-04-23,-325.58540401610094,2992.855315837752,3867.621638979275,2380.0516377128465,3500.273758185494,2529.6407771442446,3510.2460585049344,3299.1524496547872,4306.941889464106,3299.1771302875723,4279.3921541632935,3341.2929445857953,4143.4341198358115,5121.860791265111,5121.860791265112,5121.915741338351,5121.915741338351,4707.9526230772,5309.252663630783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-04-24,4536.463494214846,2494.577009921374,3708.9599863240173,2992.8305819926113,4004.245123598895,2660.030302176764,3705.818933150309,3299.1524496547872,4354.250220756849,4027.2685976420503,4728.759902918607,3464.0579355326927,4408.958752792874,5121.860791265111,5121.860791265112,5121.91635454725,5121.91635454725,5128.394806128601,5881.520463552306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-04-25,-720.042049870348,2992.855315837752,4025.6422194783086,2494.661486026199,3706.0589403412077,2558.38177801416,3613.338030886785,4027.275904304037,4745.392030860104,3299.1812010341396,4492.587585232637,3372.786236602262,4312.399015700274,5121.860791265111,5121.860791265112,5121.936063684219,5121.93606368422,5025.961546924717,5694.46900182978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
