quote_date,method,observations,r_squared,log_iv_rmse,basis_functions
2013-02-11,b_spline,172,0.999979284564083,0.0006771710863477619,49.0
2013-02-12,b_spline,172,0.999979434437603,0.0006747293069974807,49.0
2013-02-13,b_spline,172,0.9999796491488201,0.0006720529954673634,49.0
2013-02-14,b_spline,173,0.9999796492953356,0.0006634333025729526,49.0
2013-02-15,b_spline,173,0.9999793467566256,0.000662325840107685,49.0
2013-02-18,b_spline,172,0.9999798298330643,0.0006650147513288228,49.0
2013-02-19,b_spline,172,0.9999803522386129,0.0006664522695412291,49.0
2013-02-20,b_spline,172,0.9999805049742932,0.0006675478407318065,49.0
2013-02-21,b_spline,172,0.9999804349220858,0.0006622968496558927,49.0
2013-02-22,b_spline,172,0.9999799726392018,0.0006709485129580056,49.0
2013-02-25,b_spline,172,0.9999800409825601,0.0006738936965407588,49.0
2013-02-26,b_spline,172,0.999980750173374,0.0006868202951686754,49.0
2013-02-27,b_spline,171,0.9999807390002305,0.0006933625790096117,49.0
2013-02-28,b_spline,172,0.9999805848151337,0.0006867480581234292,49.0
2013-03-01,b_spline,171,0.9999802365607102,0.0007083126651552375,49.0
2013-03-04,b_spline,171,0.9999798751698078,0.0006952452033599903,49.0
2013-03-05,b_spline,171,0.9999792820404896,0.0007034610927208387,49.0
2013-03-06,b_spline,171,0.9999791785858473,0.0007166198847641526,49.0
2013-03-07,b_spline,171,0.9999790804753668,0.0007205101496946144,49.0
2013-03-08,b_spline,170,0.9999787312581865,0.0007259556078044342,49.0
2013-03-11,b_spline,170,0.9999793956913507,0.0007339914984162082,49.0
2013-03-12,b_spline,170,0.9999792829466624,0.0007314874700459046,49.0
2013-03-13,b_spline,170,0.9999792193404216,0.0007350441474433672,49.0
2013-03-14,b_spline,170,0.9999788256943949,0.000722232999422571,49.0
2013-03-15,b_spline,170,0.9999789830502287,0.0007243164402975426,49.0
2013-03-18,b_spline,171,0.9999789644535212,0.0007074839952470032,49.0
2013-03-19,b_spline,170,0.9999790176756473,0.0007269157396845839,49.0
2013-03-20,b_spline,171,0.9999792037757953,0.0007105870182309536,49.0
2013-03-21,b_spline,172,0.9999791992487854,0.0006867438254686745,49.0
2013-03-22,b_spline,172,0.999978857780907,0.0006901357807420306,49.0
2013-03-25,b_spline,172,0.9999792281914396,0.0006897735918852219,49.0
2013-03-26,b_spline,172,0.9999793370830028,0.0006879084993849872,49.0
2013-03-27,b_spline,172,0.9999788833824448,0.0006719462397930126,49.0
2013-03-28,b_spline,172,0.9999791215305412,0.0006790774560169905,49.0
2013-03-29,b_spline,171,0.9999790870470234,0.0007072705807411545,49.0
2013-04-01,b_spline,171,0.9999787142284844,0.0007038018676170135,49.0
2013-04-02,b_spline,171,0.9999796253926866,0.0007225308913165276,49.0
2013-04-03,b_spline,170,0.9999797307227022,0.0007336907813608576,49.0
2013-04-04,b_spline,170,0.9999800531147298,0.0007272520103231862,49.0
2013-04-05,b_spline,171,0.999979951129386,0.0007057630534597038,49.0
2013-04-08,b_spline,171,0.99997931123303,0.000700738805712957,49.0
2013-04-09,b_spline,172,0.9999793019369302,0.0006788285626638471,49.0
2013-04-10,b_spline,172,0.9999791864745832,0.0006715232993079838,49.0
2013-04-11,b_spline,172,0.9999789697207572,0.0006669228012552915,49.0
2013-04-12,b_spline,174,0.9999784634157219,0.0006424333576980144,49.0
2013-04-15,b_spline,173,0.9999782898709567,0.0006594985856302973,49.0
2013-04-16,b_spline,172,0.9999786351164971,0.0006833599816253745,49.0
2013-04-17,b_spline,172,0.9999786159615504,0.0006823885007773438,49.0
2013-04-18,b_spline,172,0.9999785850160156,0.0006852348244247976,49.0
2013-04-19,b_spline,172,0.9999787020554155,0.0006735631868649346,49.0
2013-04-22,b_spline,173,0.9999786934792152,0.0006569523615573302,49.0
2013-04-23,b_spline,173,0.9999795157742251,0.0006573873497361106,49.0
2013-04-24,b_spline,174,0.9999799773856454,0.0006338707247852406,49.0
2013-04-25,b_spline,174,0.9999795515763978,0.0006380538445956265,49.0
2013-04-26,b_spline,174,0.9999793358161114,0.0006344354406065139,49.0
2013-04-29,b_spline,174,0.9999790617348873,0.0006454063938715507,49.0
2013-04-30,b_spline,174,0.9999789754373261,0.0006342848840382968,49.0
2013-05-01,b_spline,174,0.9999790877037676,0.0006373768907767856,49.0
2013-05-02,b_spline,175,0.9999794683470251,0.000626960510152562,49.0
2013-05-03,b_spline,174,0.9999797576731371,0.0006312463507807587,49.0
2013-05-06,b_spline,173,0.9999799923136534,0.000646567834105426,49.0
2013-05-07,b_spline,173,0.9999801475535938,0.0006418687277339411,49.0
2013-05-08,b_spline,174,0.9999805582639953,0.0006336110348395698,49.0
2013-05-09,b_spline,174,0.9999804484951244,0.000631809650797882,49.0
2013-05-10,b_spline,173,0.9999795668543366,0.0006471409085172791,49.0
2013-05-13,b_spline,172,0.9999796226473,0.0006590222619521057,49.0
2013-05-14,b_spline,173,0.9999800654621737,0.0006518160863195823,49.0
2013-05-15,b_spline,173,0.9999801970616898,0.0006511862573973264,49.0
2013-05-16,b_spline,173,0.9999798216226726,0.0006506890165883664,49.0
2013-05-17,b_spline,174,0.9999797421306884,0.0006312241219989122,49.0
2013-05-20,b_spline,174,0.999979417958421,0.0006324797913533626,49.0
2013-05-21,b_spline,173,0.9999794885141706,0.0006517748709086188,49.0
2013-05-22,b_spline,173,0.9999790043465631,0.0006466302002793186,49.0
2013-05-23,b_spline,173,0.9999794863350132,0.0006556446899343321,49.0
2013-05-24,b_spline,174,0.9999797953553788,0.0006370684688661092,49.0
2013-05-27,b_spline,174,0.9999794002859795,0.0006383665899785517,49.0
2013-05-28,b_spline,172,0.9999790395714085,0.0006612701131326589,49.0
2013-05-29,b_spline,172,0.999979359533139,0.0006670111888534543,49.0
2013-05-30,b_spline,172,0.9999801669058755,0.0006753498591109125,49.0
2013-05-31,b_spline,172,0.9999807428964298,0.0006769344485165935,49.0
2013-06-03,b_spline,172,0.9999801341204055,0.0006867289293149811,49.0
2013-06-04,b_spline,171,0.9999800406891602,0.0007074992936382885,49.0
2013-06-05,b_spline,172,0.9999799873024992,0.0006864349498738155,49.0
2013-06-06,b_spline,171,0.9999794840632704,0.0006978184615045956,49.0
2013-06-07,b_spline,172,0.9999789301188696,0.000673100137331704,49.0
2013-06-10,b_spline,172,0.9999781348810405,0.0006710075099717453,49.0
2013-06-11,b_spline,172,0.9999784089054907,0.000679725361588631,49.0
2013-06-12,b_spline,172,0.9999784983841757,0.0006845756407580619,49.0
2013-06-13,b_spline,172,0.9999786920720705,0.0006912449139949326,49.0
2013-06-14,b_spline,171,0.9999788553731334,0.0007089712879506488,49.0
2013-06-17,b_spline,172,0.999978896891416,0.0006865030892345708,49.0
2013-06-18,b_spline,172,0.9999789147117794,0.000686310835204117,49.0
2013-06-19,b_spline,172,0.9999778110941729,0.0006688521298081476,49.0
2013-06-20,b_spline,173,0.9999778271350249,0.0006644852603175542,49.0
2013-06-21,b_spline,173,0.9999781122032173,0.0006562357525958975,49.0
2013-06-24,b_spline,172,0.9999790794142832,0.0006676023750943651,49.0
2013-06-25,b_spline,172,0.9999788435323256,0.0006644037651177162,49.0
2013-06-26,b_spline,172,0.9999783917477116,0.0006718039989369219,49.0
2013-06-27,b_spline,172,0.9999786381243505,0.0006815789083856978,49.0
2013-06-28,b_spline,172,0.9999793824524824,0.0006842473779395125,49.0
